firstName,lastName,attempts,completions,interceptions,touchdowns,yards,whenPlayed,ourTeam,ourScore,theirTeam,theirScore
Steve,Cleveland,8,4,1,0,32,2016-04-06,Fremont Firebugs,26,Yonkers Yellowjackets,16
Cal,Coolidge,35,24,0,4,276,2016-04-13,Fremont Firebugs,38,Shreveport Seamen,13
Steve,Cleveland,1,0,1,0,0,2016-04-13,Fremont Firebugs,38,Shreveport Seamen,13
Cal,Coolidge,22,16,0,3,224,2016-04-20,Fremont Firebugs,21,San Bernardino Stalkers,13
Steve,Cleveland,3,1,1,0,6,2016-04-20,Fremont Firebugs,21,San Bernardino Stalkers,13
Cal,Coolidge,22,15,0,3,205,2016-04-27,Fremont Firebugs,34,Tacoma Touchdown-Scorers,0
Steve,Cleveland,9,3,1,1,20,2016-04-27,Fremont Firebugs,34,Tacoma Touchdown-Scorers,0
Cal,Coolidge,37,22,0,4,303,2016-05-04,Fremont Firebugs,33,Glendale Centers,13
Cal,Coolidge,26,16,0,2,233,2016-05-11,Fremont Firebugs,32,Des Moines Desperadoes,17
Steve,Cleveland,4,1,1,1,6,2016-05-11,Fremont Firebugs,32,Des Moines Desperadoes,17
Cal,Coolidge,34,20,0,3,252,2016-05-18,Fremont Firebugs,22,Augusta Autocrats,44
Cal,Coolidge,28,18,0,3,236,2016-05-25,Fremont Firebugs,39,Grand Rapids Gamers,28
Steve,Cleveland,9,3,1,1,28,2016-05-25,Fremont Firebugs,39,Grand Rapids Gamers,28
Cal,Coolidge,35,26,0,4,349,2016-06-01,Fremont Firebugs,35,Huntington Beach Harriers,35
Cal,Coolidge,31,17,0,2,246,2016-06-08,Fremont Firebugs,32,Mobile Misfits,17
Steve,Cleveland,4,1,1,1,8,2016-06-08,Fremont Firebugs,32,Mobile Misfits,17
Cal,Coolidge,17,10,0,2,146,2016-06-15,Fremont Firebugs,15,Boise Bearcats,44
Steve,Cleveland,9,4,1,0,36,2016-06-15,Fremont Firebugs,15,Boise Bearcats,44
Cal,Coolidge,22,13,0,1,149,2016-06-22,Fremont Firebugs,17,Modesto Misanthropes,31
Steve,Cleveland,9,4,1,1,37,2016-06-22,Fremont Firebugs,17,Modesto Misanthropes,31
Big Bill,Taft,28,11,1,0,74,2016-03-16,Montgomery Music,12,Spokane Stallions,37
Big Bill,Taft,29,11,1,0,60,2016-03-23,Montgomery Music,3,Richmond Roustabouts,38
Big Bill,Taft,22,9,1,0,58,2016-03-30,Montgomery Music,31,Yonkers Yellowjackets,7
Andrew,Johnson,10,8,0,3,146,2016-03-30,Montgomery Music,31,Yonkers Yellowjackets,7
Big Bill,Taft,33,10,1,0,50,2016-04-06,Montgomery Music,8,Shreveport Seamen,35
Big Bill,Taft,28,10,1,1,60,2016-04-13,Montgomery Music,11,San Bernardino Stalkers,44
Big Bill,Taft,36,12,1,0,79,2016-04-20,Montgomery Music,8,Tacoma Touchdown-Scorers,28
Big Bill,Taft,39,9,1,0,52,2016-04-27,Montgomery Music,6,Glendale Centers,14
Big Bill,Taft,32,12,1,1,75,2016-05-04,Montgomery Music,19,Des Moines Desperadoes,30
Big Bill,Taft,35,8,1,1,38,2016-05-11,Montgomery Music,13,Augusta Autocrats,37
Andrew,Johnson,1,0,0,0,0,2016-05-11,Montgomery Music,13,Augusta Autocrats,37
Big Bill,Taft,28,9,1,1,44,2016-05-18,Montgomery Music,11,Grand Rapids Gamers,20
Big Bill,Taft,32,9,1,1,55,2016-05-25,Montgomery Music,19,Huntington Beach Harriers,37
Big Bill,Taft,25,6,1,0,37,2016-06-01,Montgomery Music,14,Mobile Misfits,13
Andrew,Johnson,4,3,0,1,52,2016-06-01,Montgomery Music,14,Mobile Misfits,13
Big Bill,Taft,26,6,1,0,39,2016-06-08,Montgomery Music,3,Boise Bearcats,28
Big Bill,Taft,29,7,1,1,36,2016-06-15,Montgomery Music,18,Modesto Misanthropes,41
Andrew,Johnson,3,2,0,0,35,2016-06-15,Montgomery Music,18,Modesto Misanthropes,41
Big Bill,Taft,36,14,1,1,86,2016-06-22,Montgomery Music,18,Fremont Firebugs,34
Jack,Kennedy,39,23,0,3,283,2016-03-16,Spokane Stallions,29,Richmond Roustabouts,20
Jack,Kennedy,28,13,0,1,125,2016-03-23,Spokane Stallions,12,Yonkers Yellowjackets,17
Jack,Kennedy,21,12,0,1,155,2016-03-30,Spokane Stallions,26,Shreveport Seamen,35
George,Bush,10,6,0,1,60,2016-03-30,Spokane Stallions,26,Shreveport Seamen,35
Jack,Kennedy,34,20,0,2,199,2016-04-06,Spokane Stallions,20,San Bernardino Stalkers,44
Jack,Kennedy,31,16,0,1,171,2016-04-13,Spokane Stallions,10,Tacoma Touchdown-Scorers,16
Jack,Kennedy,26,13,0,1,136,2016-04-20,Spokane Stallions,12,Glendale Centers,28
George,Bush,6,2,0,0,20,2016-04-20,Spokane Stallions,12,Glendale Centers,28
Jack,Kennedy,27,17,0,2,196,2016-04-27,Spokane Stallions,26,Des Moines Desperadoes,13
Jack,Kennedy,34,21,0,2,239,2016-05-04,Spokane Stallions,20,Augusta Autocrats,20
Jack,Kennedy,28,17,0,2,226,2016-05-11,Spokane Stallions,22,Grand Rapids Gamers,21
Jack,Kennedy,34,22,0,3,228,2016-05-18,Spokane Stallions,26,Huntington Beach Harriers,14
Jack,Kennedy,33,21,0,2,225,2016-05-25,Spokane Stallions,19,Mobile Misfits,3
Jack,Kennedy,26,13,0,1,147,2016-06-01,Spokane Stallions,18,Boise Bearcats,24
George,Bush,5,3,0,0,37,2016-06-01,Spokane Stallions,18,Boise Bearcats,24
Jack,Kennedy,26,16,0,1,154,2016-06-08,Spokane Stallions,14,Modesto Misanthropes,23
Jack,Kennedy,24,11,0,2,107,2016-06-15,Spokane Stallions,21,Fremont Firebugs,28
Jack,Kennedy,35,19,0,1,187,2016-06-22,Spokane Stallions,14,Montgomery Music,28
Dubya,Bush,35,15,0,0,126,2016-03-16,Richmond Roustabouts,3,Yonkers Yellowjackets,10
Barry,Obama,1,0,0,0,0,2016-03-16,Richmond Roustabouts,3,Yonkers Yellowjackets,10
Dubya,Bush,25,11,0,1,103,2016-03-23,Richmond Roustabouts,14,Shreveport Seamen,14
Dubya,Bush,22,11,0,1,120,2016-03-30,Richmond Roustabouts,21,San Bernardino Stalkers,7
Barry,Obama,10,7,0,1,120,2016-03-30,Richmond Roustabouts,21,San Bernardino Stalkers,7
Dubya,Bush,36,21,0,1,171,2016-04-06,Richmond Roustabouts,8,Tacoma Touchdown-Scorers,41
Dubya,Bush,37,17,0,2,162,2016-04-13,Richmond Roustabouts,24,Glendale Centers,0
Dubya,Bush,33,16,0,1,141,2016-04-20,Richmond Roustabouts,7,Des Moines Desperadoes,0
Dubya,Bush,32,12,0,1,119,2016-04-27,Richmond Roustabouts,8,Augusta Autocrats,21
Dubya,Bush,25,11,0,0,119,2016-05-04,Richmond Roustabouts,0,Grand Rapids Gamers,20
Dubya,Bush,22,12,0,0,111,2016-05-11,Richmond Roustabouts,3,Huntington Beach Harriers,41
Barry,Obama,5,3,0,0,51,2016-05-11,Richmond Roustabouts,3,Huntington Beach Harriers,41
Dubya,Bush,28,13,0,1,127,2016-05-18,Richmond Roustabouts,19,Mobile Misfits,21
Barry,Obama,3,2,0,0,27,2016-05-18,Richmond Roustabouts,19,Mobile Misfits,21
Dubya,Bush,39,21,0,1,231,2016-05-25,Richmond Roustabouts,17,Boise Bearcats,23
Dubya,Bush,29,11,0,0,114,2016-06-01,Richmond Roustabouts,10,Modesto Misanthropes,37
Barry,Obama,8,5,0,1,82,2016-06-01,Richmond Roustabouts,10,Modesto Misanthropes,37
Dubya,Bush,33,14,0,1,115,2016-06-08,Richmond Roustabouts,18,Fremont Firebugs,14
Barry,Obama,1,0,0,0,0,2016-06-08,Richmond Roustabouts,18,Fremont Firebugs,14
Dubya,Bush,27,15,0,1,143,2016-06-15,Richmond Roustabouts,16,Montgomery Music,0
Dubya,Bush,39,18,0,1,168,2016-06-22,Richmond Roustabouts,11,Spokane Stallions,14
Zach,Taylor,34,14,0,1,123,2016-03-16,Yonkers Yellowjackets,13,Shreveport Seamen,6
Sam,Grant,4,2,0,0,31,2016-03-16,Yonkers Yellowjackets,13,Shreveport Seamen,6
Zach,Taylor,24,11,0,0,101,2016-03-23,Yonkers Yellowjackets,2,San Bernardino Stalkers,44
Zach,Taylor,19,8,0,1,78,2016-03-30,Yonkers Yellowjackets,16,Tacoma Touchdown-Scorers,20
Sam,Grant,5,3,0,1,48,2016-03-30,Yonkers Yellowjackets,16,Tacoma Touchdown-Scorers,20
Zach,Taylor,34,17,0,2,135,2016-04-06,Yonkers Yellowjackets,23,Glendale Centers,7
Zach,Taylor,34,13,0,0,114,2016-04-13,Yonkers Yellowjackets,11,Des Moines Desperadoes,0
Zach,Taylor,24,11,0,0,118,2016-04-20,Yonkers Yellowjackets,8,Augusta Autocrats,6
Sam,Grant,1,0,0,0,0,2016-04-20,Yonkers Yellowjackets,8,Augusta Autocrats,6
Zach,Taylor,30,14,0,1,129,2016-04-27,Yonkers Yellowjackets,10,Grand Rapids Gamers,21
Zach,Taylor,31,12,0,1,122,2016-05-04,Yonkers Yellowjackets,19,Huntington Beach Harriers,27
Zach,Taylor,25,11,0,0,98,2016-05-11,Yonkers Yellowjackets,13,Mobile Misfits,9
Sam,Grant,4,2,0,1,23,2016-05-11,Yonkers Yellowjackets,13,Mobile Misfits,9
Zach,Taylor,27,13,0,1,122,2016-05-18,Yonkers Yellowjackets,17,Boise Bearcats,13
Zach,Taylor,25,9,0,1,80,2016-05-25,Yonkers Yellowjackets,31,Modesto Misanthropes,31
Sam,Grant,10,6,0,2,87,2016-05-25,Yonkers Yellowjackets,31,Modesto Misanthropes,31
Zach,Taylor,19,8,0,0,80,2016-06-01,Yonkers Yellowjackets,7,Fremont Firebugs,0
Sam,Grant,6,3,0,0,41,2016-06-01,Yonkers Yellowjackets,7,Fremont Firebugs,0
Zach,Taylor,37,19,0,2,159,2016-06-08,Yonkers Yellowjackets,17,Montgomery Music,34
Zach,Taylor,39,15,0,2,153,2016-06-15,Yonkers Yellowjackets,24,Spokane Stallions,17
Zach,Taylor,30,14,0,2,141,2016-06-22,Yonkers Yellowjackets,27,Richmond Roustabouts,16
Sam,Grant,4,2,0,1,24,2016-06-22,Yonkers Yellowjackets,27,Richmond Roustabouts,16
Jimmy,Carter,32,16,0,2,160,2016-03-16,Shreveport Seamen,24,San Bernardino Stalkers,7
Jimmy,Carter,31,15,0,0,138,2016-03-23,Shreveport Seamen,2,Tacoma Touchdown-Scorers,21
Jimmy,Carter,39,20,0,1,194,2016-03-30,Shreveport Seamen,16,Glendale Centers,41
Jimmy,Carter,26,11,0,1,92,2016-04-06,Shreveport Seamen,16,Des Moines Desperadoes,28
Warren,Harding,5,2,0,1,21,2016-04-06,Shreveport Seamen,16,Des Moines Desperadoes,28
Jimmy,Carter,33,12,0,0,120,2016-04-13,Shreveport Seamen,0,Augusta Autocrats,3
Jimmy,Carter,30,14,0,0,103,2016-04-20,Shreveport Seamen,2,Grand Rapids Gamers,10
Warren,Harding,7,2,0,0,16,2016-04-20,Shreveport Seamen,2,Grand Rapids Gamers,10
Jimmy,Carter,35,17,0,1,131,2016-04-27,Shreveport Seamen,11,Huntington Beach Harriers,0
Jimmy,Carter,34,17,0,0,122,2016-05-04,Shreveport Seamen,7,Mobile Misfits,28
Jimmy,Carter,32,12,0,0,86,2016-05-11,Shreveport Seamen,0,Boise Bearcats,3
Jimmy,Carter,18,9,0,0,88,2016-05-18,Shreveport Seamen,5,Modesto Misanthropes,38
Warren,Harding,7,3,0,0,28,2016-05-18,Shreveport Seamen,5,Modesto Misanthropes,38
Jimmy,Carter,17,8,0,1,64,2016-05-25,Shreveport Seamen,19,Fremont Firebugs,31
Warren,Harding,10,5,0,1,49,2016-05-25,Shreveport Seamen,19,Fremont Firebugs,31
Jimmy,Carter,21,7,0,1,67,2016-06-01,Shreveport Seamen,17,Montgomery Music,13
Warren,Harding,10,5,0,1,52,2016-06-01,Shreveport Seamen,17,Montgomery Music,13
Jimmy,Carter,32,15,0,1,124,2016-06-08,Shreveport Seamen,7,Spokane Stallions,20
Jimmy,Carter,24,11,0,1,91,2016-06-15,Shreveport Seamen,19,Richmond Roustabouts,41
Warren,Harding,5,2,0,1,17,2016-06-15,Shreveport Seamen,19,Richmond Roustabouts,41
Jimmy,Carter,34,18,0,0,138,2016-06-22,Shreveport Seamen,5,Yonkers Yellowjackets,20
James,Garfield,29,15,0,2,178,2016-03-16,San Bernardino Stalkers,23,Tacoma Touchdown-Scorers,9
Gerry,Ford,6,2,1,0,13,2016-03-16,San Bernardino Stalkers,23,Tacoma Touchdown-Scorers,9
James,Garfield,38,19,0,2,195,2016-03-23,San Bernardino Stalkers,22,Glendale Centers,34
James,Garfield,30,20,0,3,240,2016-03-30,San Bernardino Stalkers,21,Des Moines Desperadoes,20
Gerry,Ford,6,2,1,0,14,2016-03-30,San Bernardino Stalkers,21,Des Moines Desperadoes,20
James,Garfield,24,16,0,1,184,2016-04-06,San Bernardino Stalkers,20,Augusta Autocrats,17
Gerry,Ford,5,2,1,1,13,2016-04-06,San Bernardino Stalkers,20,Augusta Autocrats,17
James,Garfield,25,13,0,2,181,2016-04-13,San Bernardino Stalkers,16,Grand Rapids Gamers,13
James,Garfield,39,26,0,2,272,2016-04-20,San Bernardino Stalkers,20,Huntington Beach Harriers,14
James,Garfield,20,11,0,1,109,2016-04-27,San Bernardino Stalkers,13,Mobile Misfits,10
Gerry,Ford,5,1,1,0,6,2016-04-27,San Bernardino Stalkers,13,Mobile Misfits,10
James,Garfield,31,17,0,2,239,2016-05-04,San Bernardino Stalkers,24,Boise Bearcats,44
James,Garfield,23,15,0,2,150,2016-05-11,San Bernardino Stalkers,21,Modesto Misanthropes,24
Gerry,Ford,2,0,1,0,0,2016-05-11,San Bernardino Stalkers,21,Modesto Misanthropes,24
James,Garfield,24,16,0,2,212,2016-05-18,San Bernardino Stalkers,15,Fremont Firebugs,28
Gerry,Ford,9,4,1,0,28,2016-05-18,San Bernardino Stalkers,15,Fremont Firebugs,28
James,Garfield,34,23,1,4,311,2016-05-25,San Bernardino Stalkers,39,Montgomery Music,10
James,Garfield,25,12,0,1,127,2016-06-01,San Bernardino Stalkers,14,Spokane Stallions,27
Gerry,Ford,9,4,1,0,28,2016-06-01,San Bernardino Stalkers,14,Spokane Stallions,27
James,Garfield,38,20,0,2,211,2016-06-08,San Bernardino Stalkers,25,Richmond Roustabouts,17
James,Garfield,17,10,0,2,106,2016-06-15,San Bernardino Stalkers,26,Yonkers Yellowjackets,27
Gerry,Ford,10,4,1,0,29,2016-06-15,San Bernardino Stalkers,26,Yonkers Yellowjackets,27
James,Garfield,22,13,0,1,178,2016-06-22,San Bernardino Stalkers,16,Shreveport Seamen,6
Gerry,Ford,11,4,1,0,33,2016-06-22,San Bernardino Stalkers,16,Shreveport Seamen,6
Abe,Lincoln,36,24,0,4,352,2016-03-16,Tacoma Touchdown-Scorers,29,Glendale Centers,10
Abe,Lincoln,27,17,0,3,242,2016-03-23,Tacoma Touchdown-Scorers,31,Des Moines Desperadoes,34
Herbert,Hoover,8,2,1,1,8,2016-03-23,Tacoma Touchdown-Scorers,31,Des Moines Desperadoes,34
Abe,Lincoln,29,16,0,3,239,2016-03-30,Tacoma Touchdown-Scorers,30,Augusta Autocrats,0
Abe,Lincoln,22,15,0,3,191,2016-04-06,Tacoma Touchdown-Scorers,39,Grand Rapids Gamers,9
Herbert,Hoover,5,1,1,1,5,2016-04-06,Tacoma Touchdown-Scorers,39,Grand Rapids Gamers,9
Abe,Lincoln,25,18,0,3,255,2016-04-13,Tacoma Touchdown-Scorers,26,Huntington Beach Harriers,13
Herbert,Hoover,13,4,1,0,15,2016-04-13,Tacoma Touchdown-Scorers,26,Huntington Beach Harriers,13
Abe,Lincoln,27,16,0,2,210,2016-04-20,Tacoma Touchdown-Scorers,21,Mobile Misfits,6
Abe,Lincoln,25,15,0,3,209,2016-04-27,Tacoma Touchdown-Scorers,21,Boise Bearcats,3
Herbert,Hoover,3,0,1,0,0,2016-04-27,Tacoma Touchdown-Scorers,21,Boise Bearcats,3
Abe,Lincoln,23,13,0,2,200,2016-05-04,Tacoma Touchdown-Scorers,26,Modesto Misanthropes,27
Herbert,Hoover,5,1,1,1,4,2016-05-04,Tacoma Touchdown-Scorers,26,Modesto Misanthropes,27
Abe,Lincoln,24,17,0,2,244,2016-05-11,Tacoma Touchdown-Scorers,17,Fremont Firebugs,0
Herbert,Hoover,5,1,1,0,3,2016-05-11,Tacoma Touchdown-Scorers,17,Fremont Firebugs,0
Abe,Lincoln,28,17,0,2,255,2016-05-18,Tacoma Touchdown-Scorers,25,Montgomery Music,21
Abe,Lincoln,30,19,0,3,242,2016-05-25,Tacoma Touchdown-Scorers,22,Spokane Stallions,28
Abe,Lincoln,28,15,0,2,193,2016-06-01,Tacoma Touchdown-Scorers,23,Richmond Roustabouts,35
Abe,Lincoln,36,22,0,2,263,2016-06-08,Tacoma Touchdown-Scorers,18,Yonkers Yellowjackets,10
Abe,Lincoln,28,20,0,2,261,2016-06-15,Tacoma Touchdown-Scorers,14,Shreveport Seamen,7
Abe,Lincoln,31,19,0,2,266,2016-06-22,Tacoma Touchdown-Scorers,24,San Bernardino Stalkers,44
Andy,Jackson,25,18,0,3,245,2016-03-16,Glendale Centers,26,Des Moines Desperadoes,16
Andy,Jackson,32,18,0,3,280,2016-03-23,Glendale Centers,24,Augusta Autocrats,20
Andy,Jackson,34,25,0,3,331,2016-03-30,Glendale Centers,25,Grand Rapids Gamers,9
Andy,Jackson,32,21,0,3,265,2016-04-06,Glendale Centers,27,Huntington Beach Harriers,16
Andy,Jackson,30,19,0,4,267,2016-04-13,Glendale Centers,30,Mobile Misfits,17
Andy,Jackson,32,22,0,5,348,2016-04-20,Glendale Centers,42,Boise Bearcats,9
Franklin,Roosevelt,5,3,0,0,44,2016-04-20,Glendale Centers,42,Boise Bearcats,9
Andy,Jackson,29,21,0,2,253,2016-04-27,Glendale Centers,26,Modesto Misanthropes,9
Andy,Jackson,28,17,0,3,258,2016-05-04,Glendale Centers,21,Fremont Firebugs,14
Andy,Jackson,28,20,0,3,278,2016-05-11,Glendale Centers,26,Montgomery Music,44
Franklin,Roosevelt,3,2,0,0,38,2016-05-11,Glendale Centers,26,Montgomery Music,44
Andy,Jackson,26,15,0,2,242,2016-05-18,Glendale Centers,28,Spokane Stallions,38
Franklin,Roosevelt,11,8,0,1,119,2016-05-18,Glendale Centers,28,Spokane Stallions,38
Andy,Jackson,29,17,0,2,222,2016-05-25,Glendale Centers,23,Richmond Roustabouts,3
Franklin,Roosevelt,8,6,0,1,88,2016-05-25,Glendale Centers,23,Richmond Roustabouts,3
Andy,Jackson,22,15,0,2,189,2016-06-01,Glendale Centers,31,Yonkers Yellowjackets,20
Franklin,Roosevelt,3,2,0,1,34,2016-06-01,Glendale Centers,31,Yonkers Yellowjackets,20
Andy,Jackson,19,12,0,2,149,2016-06-08,Glendale Centers,15,Shreveport Seamen,30
Franklin,Roosevelt,6,4,0,0,69,2016-06-08,Glendale Centers,15,Shreveport Seamen,30
Andy,Jackson,35,24,0,5,369,2016-06-15,Glendale Centers,41,San Bernardino Stalkers,0
Andy,Jackson,19,12,0,2,156,2016-06-22,Glendale Centers,30,Tacoma Touchdown-Scorers,16
Franklin,Roosevelt,7,5,0,2,77,2016-06-22,Glendale Centers,30,Tacoma Touchdown-Scorers,16
John,Tyler,34,14,1,1,87,2016-03-16,Des Moines Desperadoes,19,Augusta Autocrats,44
John,Adams,1,0,1,0,0,2016-03-16,Des Moines Desperadoes,19,Augusta Autocrats,44
John,Tyler,32,13,1,1,93,2016-03-23,Des Moines Desperadoes,15,Grand Rapids Gamers,6
John,Tyler,28,11,1,1,61,2016-03-30,Des Moines Desperadoes,13,Huntington Beach Harriers,38
John,Tyler,29,9,1,0,62,2016-04-06,Des Moines Desperadoes,4,Mobile Misfits,24
John,Adams,1,0,1,0,0,2016-04-06,Des Moines Desperadoes,4,Mobile Misfits,24
John,Tyler,32,9,1,1,61,2016-04-13,Des Moines Desperadoes,7,Boise Bearcats,21
John,Adams,4,0,1,0,0,2016-04-13,Des Moines Desperadoes,7,Boise Bearcats,21
John,Tyler,32,14,1,1,83,2016-04-20,Des Moines Desperadoes,7,Modesto Misanthropes,14
John,Tyler,26,7,1,1,41,2016-04-27,Des Moines Desperadoes,7,Fremont Firebugs,37
John,Tyler,31,11,1,1,83,2016-05-04,Des Moines Desperadoes,10,Montgomery Music,3
John,Tyler,31,13,1,0,100,2016-05-11,Des Moines Desperadoes,5,Spokane Stallions,23
John,Tyler,20,6,1,0,33,2016-05-18,Des Moines Desperadoes,12,Richmond Roustabouts,3
John,Adams,6,2,1,0,11,2016-05-18,Des Moines Desperadoes,12,Richmond Roustabouts,3
John,Tyler,33,12,1,0,78,2016-05-25,Des Moines Desperadoes,0,Yonkers Yellowjackets,38
John,Tyler,39,12,1,1,88,2016-06-01,Des Moines Desperadoes,18,Shreveport Seamen,21
John,Tyler,21,8,1,1,58,2016-06-08,Des Moines Desperadoes,21,San Bernardino Stalkers,27
John,Adams,7,1,1,1,5,2016-06-08,Des Moines Desperadoes,21,San Bernardino Stalkers,27
John,Tyler,29,10,1,1,71,2016-06-15,Des Moines Desperadoes,8,Tacoma Touchdown-Scorers,17
John,Tyler,28,13,1,0,85,2016-06-22,Des Moines Desperadoes,7,Glendale Centers,31
John,Adams,9,2,1,1,10,2016-06-22,Des Moines Desperadoes,7,Glendale Centers,31
James,Madison,25,15,0,3,210,2016-03-16,Augusta Autocrats,25,Grand Rapids Gamers,21
James,Madison,29,17,0,3,217,2016-03-23,Augusta Autocrats,31,Huntington Beach Harriers,6
James,Madison,39,29,0,4,356,2016-03-30,Augusta Autocrats,28,Mobile Misfits,41
James,Madison,21,13,0,2,202,2016-04-06,Augusta Autocrats,22,Boise Bearcats,30
Ben,Harrison,7,4,0,0,50,2016-04-06,Augusta Autocrats,22,Boise Bearcats,30
James,Madison,25,17,0,3,256,2016-04-13,Augusta Autocrats,28,Modesto Misanthropes,21
Ben,Harrison,5,2,0,1,20,2016-04-13,Augusta Autocrats,28,Modesto Misanthropes,21
James,Madison,26,16,0,2,228,2016-04-20,Augusta Autocrats,18,Fremont Firebugs,13
James,Madison,28,21,0,4,275,2016-04-27,Augusta Autocrats,31,Montgomery Music,7
James,Madison,27,19,0,3,301,2016-05-04,Augusta Autocrats,35,Spokane Stallions,34
Ben,Harrison,4,2,0,1,25,2016-05-04,Augusta Autocrats,35,Spokane Stallions,34
James,Madison,27,18,0,2,234,2016-05-11,Augusta Autocrats,20,Richmond Roustabouts,44
James,Madison,30,18,0,4,282,2016-05-18,Augusta Autocrats,28,Yonkers Yellowjackets,28
James,Madison,38,25,0,4,314,2016-05-25,Augusta Autocrats,33,Shreveport Seamen,14
James,Madison,25,19,0,4,250,2016-06-01,Augusta Autocrats,36,San Bernardino Stalkers,20
James,Madison,23,18,0,3,307,2016-06-08,Augusta Autocrats,27,Tacoma Touchdown-Scorers,23
Ben,Harrison,4,2,0,0,26,2016-06-08,Augusta Autocrats,27,Tacoma Touchdown-Scorers,23
James,Madison,33,23,0,3,279,2016-06-15,Augusta Autocrats,21,Glendale Centers,21
James,Madison,21,14,0,3,237,2016-06-22,Augusta Autocrats,36,Des Moines Desperadoes,17
Ben,Harrison,9,4,0,1,43,2016-06-22,Augusta Autocrats,36,Des Moines Desperadoes,17
Ike,Eisenhower,31,16,0,2,178,2016-03-16,Grand Rapids Gamers,19,Huntington Beach Harriers,38
Ike,Eisenhower,32,19,0,2,246,2016-03-23,Grand Rapids Gamers,14,Mobile Misfits,6
Bill,Clinton,1,0,0,0,0,2016-03-23,Grand Rapids Gamers,14,Mobile Misfits,6
Ike,Eisenhower,31,18,0,1,175,2016-03-30,Grand Rapids Gamers,13,Boise Bearcats,20
Ike,Eisenhower,30,17,0,1,166,2016-04-06,Grand Rapids Gamers,15,Modesto Misanthropes,20
Ike,Eisenhower,38,24,0,3,291,2016-04-13,Grand Rapids Gamers,25,Fremont Firebugs,0
Ike,Eisenhower,25,15,0,1,145,2016-04-20,Grand Rapids Gamers,7,Montgomery Music,16
Ike,Eisenhower,27,14,0,1,171,2016-04-27,Grand Rapids Gamers,19,Spokane Stallions,6
Ike,Eisenhower,29,14,0,1,161,2016-05-04,Grand Rapids Gamers,15,Richmond Roustabouts,6
Bill,Clinton,1,0,0,0,0,2016-05-04,Grand Rapids Gamers,15,Richmond Roustabouts,6
Ike,Eisenhower,28,14,0,2,137,2016-05-11,Grand Rapids Gamers,20,Yonkers Yellowjackets,31
Ike,Eisenhower,36,23,0,2,283,2016-05-18,Grand Rapids Gamers,17,Shreveport Seamen,20
Ike,Eisenhower,19,12,0,2,147,2016-05-25,Grand Rapids Gamers,28,San Bernardino Stalkers,41
Bill,Clinton,11,4,0,1,31,2016-05-25,Grand Rapids Gamers,28,San Bernardino Stalkers,41
Ike,Eisenhower,38,24,0,3,274,2016-06-01,Grand Rapids Gamers,21,Tacoma Touchdown-Scorers,37
Ike,Eisenhower,25,14,0,2,179,2016-06-08,Grand Rapids Gamers,19,Glendale Centers,24
Ike,Eisenhower,27,14,0,1,167,2016-06-15,Grand Rapids Gamers,15,Des Moines Desperadoes,9
Bill,Clinton,3,1,0,1,9,2016-06-15,Grand Rapids Gamers,15,Des Moines Desperadoes,9
Ike,Eisenhower,38,24,0,2,281,2016-06-22,Grand Rapids Gamers,18,Augusta Autocrats,20
Harry,Truman,22,16,0,2,220,2016-03-16,Huntington Beach Harriers,15,Mobile Misfits,6
Teddy,Roosevelt,8,4,0,0,47,2016-03-16,Huntington Beach Harriers,15,Mobile Misfits,6
Harry,Truman,29,20,0,5,327,2016-03-23,Huntington Beach Harriers,38,Boise Bearcats,28
Harry,Truman,19,16,0,3,281,2016-03-30,Huntington Beach Harriers,27,Modesto Misanthropes,7
Teddy,Roosevelt,8,4,0,0,50,2016-03-30,Huntington Beach Harriers,27,Modesto Misanthropes,7
Harry,Truman,27,18,0,5,297,2016-04-06,Huntington Beach Harriers,39,Fremont Firebugs,20
Harry,Truman,31,22,0,5,416,2016-04-13,Huntington Beach Harriers,45,Montgomery Music,17
Harry,Truman,26,20,0,6,374,2016-04-20,Huntington Beach Harriers,52,Spokane Stallions,14
Teddy,Roosevelt,4,2,0,1,22,2016-04-20,Huntington Beach Harriers,52,Spokane Stallions,14
Harry,Truman,29,20,0,4,296,2016-04-27,Huntington Beach Harriers,34,Richmond Roustabouts,24
Harry,Truman,33,22,0,4,332,2016-05-04,Huntington Beach Harriers,39,Yonkers Yellowjackets,3
Harry,Truman,24,19,0,4,348,2016-05-11,Huntington Beach Harriers,43,Shreveport Seamen,16
Teddy,Roosevelt,6,3,0,1,31,2016-05-11,Huntington Beach Harriers,43,Shreveport Seamen,16
Harry,Truman,38,28,0,5,387,2016-05-18,Huntington Beach Harriers,38,San Bernardino Stalkers,41
Harry,Truman,27,19,0,4,300,2016-05-25,Huntington Beach Harriers,33,Tacoma Touchdown-Scorers,41
Harry,Truman,28,20,0,4,363,2016-06-01,Huntington Beach Harriers,30,Glendale Centers,37
Harry,Truman,23,17,0,4,264,2016-06-08,Huntington Beach Harriers,31,Des Moines Desperadoes,16
Teddy,Roosevelt,4,2,0,0,20,2016-06-08,Huntington Beach Harriers,31,Des Moines Desperadoes,16
Harry,Truman,28,20,0,5,350,2016-06-15,Huntington Beach Harriers,35,Augusta Autocrats,17
Harry,Truman,35,25,0,5,409,2016-06-22,Huntington Beach Harriers,35,Grand Rapids Gamers,9
Millard,Fillmore,25,19,0,4,348,2016-03-16,Mobile Misfits,32,Boise Bearcats,37
